ref_line	ref_widx	lemma	n_readings	apparatus	omit
1216	6676	ἁρμὸν	2	ἁρμὸν [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,pearson,reinhardt,storr]  |  ἀγμὸν [lj]	
1216	6678	λιθοσπαδῆ	2	λιθοσπαδῆ [boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  λιθοσπαδῇ, [benloew]	
1218	6687	συνίημʼ	2	συνίημ᾽ [brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ξυνίημ᾽, [benloew,boeckh,bothe]	
1218	6690	κλέπτομαι.	2	κλέπτομαι». [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,pearson,reinhardt,storr]  |  κλέπτομαι.” [lj]	
1219	6691	τάδʼ	2	τάδ᾽ [benloew,boeckh,bothe,brown,colonna,dain,dawe,hermann,jebb,lj,pearson,reinhardt,storr]  |  τοῖσδ᾽ [griffith]	
1219	6692	ἐξ	2	ἐξ [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἐξαθύμου [bothe]	
1219	6695	κελευσμάτων	4	κελεύσμασιν [benloew,boeckh,bothe,brown,colonna,dain,griffith,hermann]  |  κελευσμάτων [jebb,pearson,reinhardt,storr]  |  κελεύμασι [dawe]  |  κελεύμασιν [lj]	
1220	6696	ἠθροῦμεν·	2	ἠθροῦμεν· [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἐδρῶμεν· [bothe]	
1225	6727	λέχος.	2	λέχος. [benloew,boeckh,bothe,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  λάχος. [brown]	
1228	6741	ὦ	2	ὦ [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,pearson,reinhardt,storr]  |  “ὦ [lj]	
1229	6751	συμφορᾶς	2	συμφορᾶς [brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  ξυμφορᾶς [benloew,boeckh,bothe,hermann]	
1230	6757	λίσσομαι.	3	λίσσομαι». [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,pearson,reinhardt,storr]  |  λίσσομαι.- [bothe]  |  λίσσομαι.” [lj]	
1234	6778	ἤμπλακʼ·	2	ἤμπλακ᾽· [benloew,boeckh,bothe,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἄμπλακ᾽· [brown]	
1235	6782	αὑτῷ	2	αὑτῷ [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  φοραύτῷ [hermann]	
1237	6797	παρθένῳ	2	παρθένῳ [boeckh,colonna,dain,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  παρθένον [benloew,bothe,brown,dawe]	
1238	6799	καὶ	2	καὶ [benloew,boeckh,bothe,colonna,dain,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  κἀκφυσιῶν [brown,dawe]	
1238	6802	ἐκβάλλει	2	ἐκβάλλει [benloew,boeckh,bothe,colonna,dain,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἐμβάλλει [brown,dawe]	
1238	6803	ῥοὴν	2	ῥοὴν [brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  πνοὴν [benloew,boeckh,bothe,hermann]	
1241	6818	εἰν	3	εἰν [benloew,boeckh,colonna,dain,hermann,pearson,reinhardt,storr]  |  ἔν [brown,dawe,griffith,jebb,lj]  |  εἰς [bothe]	
1241	6820	δόμοις,	2	δόμοις, [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  δόμους, [bothe]	
1244	6837	πάλιν	2	πάλιν [benloew,boeckh,bothe,brown,colonna,dain,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  πάλαι [dawe]	
1247	6855	γόους	2	γόους [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,reinhardt,storr]  |  γόου [lj,pearson]	
1248	6857	ἀξιώσειν,	2	ἀξιώσειν, [benloew,boeckh,bothe,brown,colonna,dain,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἐξαΰσειν, [dawe]	
1251	6875	ἐμοὶ	2	ἔμοι [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἔμοιγ᾽ [bothe]	
1251	6876	δʼ	2	δ᾽ [boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  γ᾽ [benloew]	bothe
1252	6885	χἠ	2	χἡ [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  χ᾽ [bothe]	
1254	6895	κρυφῇ	2	κρυφῇ [boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  κρυφῆ [benloew,bothe]	
1254	6898	θυμουμένῃ,	2	θυμουμένῃ, [boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  θυμουμένη, [benloew]	
1261a	6934	φρενῶν	2	φρενῶν [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  δυσφρενῶν [bothe]	
1261a	6935	δυσφρόνων	2	δυσφρόνων [benloew,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  δυσρφρόνων [boeckh]	bothe
1262	6938	θανατόεντʼ,	2	θανατόεντ᾽. [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  θανατόεν- [bothe]	
1263	6939	ὦ	2	ὦ [boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἰὼ [benloew]	
1265	6946	ὤμοι	2	ὤμοι [brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  ὦ [benloew,boeckh,bothe,hermann]	
1266	6950	ἰὼ	2	ἰὼ, [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ὦ [bothe]	
1267	6956	αἰαῖ	2	αἰαῖ, [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  αἴ, [bothe]	
1267	6957	αἰαῖ,	2	αἰαῖ, [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  αἷ, [bothe]	
1269	6962	σαῖς	2	σαῖσι [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt]  |  σαῖς [storr]	
1270	6964	οἴμʼ	2	οἴμ᾽, [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ὅμως [bothe]	
1271	6971	οἴμοι,	2	οἴμοι. [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  οἵ [bothe]	
1273	6985	μʼ	2	μ᾽ [benloew,boeckh,colonna,dain,hermann,jebb,pearson,reinhardt,storr]  |  δικὼν [brown,dawe]	bothe,griffith,lj
1275	6993	οἴμοι,	2	οἴμοι, [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  οἴ [bothe]	
1275	6994	λακπάτητον	4	λακπάτητον [boeckh,brown,colonna,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  λαξπάτητον [benloew,hermann]  |  μοι, [bothe]  |  λεωπάτητον [dain]	
1276	6999	ὦ	2	ἰὼ [brown,colonna,dain,dawe,griffith,lj,pearson,reinhardt]  |  ὦ [benloew,boeckh,bothe,hermann,jebb,storr]	
1278	7004	δέσποθʼ,	2	δέσποθ᾽, [benloew,boeckh,bothe,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  δέσποτ᾽, [brown]	
1278	7005	ὡς	2	ὡς [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ὅσσ᾽ [bothe]	
1279	7015	φέρων,	3	φέρων, [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,reinhardt,storr]  |  φέρεις, [lj]  |  φέρειν, [pearson]	bothe
1280	7021	ἥκειν	2	ἥκειν [benloew,boeckh,brown,colonna,dain,dawe,hermann,jebb,lj,reinhardt,storr]  |  ἥκων [bothe,griffith,pearson]	
1280	7022	καὶ	2	καὶ [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  κ᾽ [bothe]	
1280	7023	τάχʼ	2	τάχ᾽ [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἐνθάδ᾽ [bothe]	
1281	7031	ἐκ	2	ἐκ [benloew,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,storr]  |  ἢ [boeckh,pearson,reinhardt]	
1282	7035	τέθνηκε,	2	τέθνηκε, [benloew,boeckh,bothe,brown,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  τέθνηκεν, [colonna,dain]	
1284a	7044	ἰὼ	2	ἰὼ [boeckh,brown,colonna,dain,dawe,hermann,jebb,lj,pearson,reinhardt,storr]  |  ὼ [griffith]	benloew,bothe
1284a	7046	Ἅιδου	2	ᾍδου [benloew,boeckh,bothe,brown,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  Ἅιἰδου [colonna]	
1288	7062	αἰαῖ,	2	αἰαῖ, [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  αἶ, [bothe]	
1288	7063	ὀλωλότʼ	2	ὀλωλότ᾽ [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  αἶ, [bothe]	
1289	7067	φής,	2	φὴς, [benloew,boeckh,griffith,jebb,lj,pearson,reinhardt,storr]  |  φῇς, [bothe,brown,colonna,dain,dawe,hermann]	
1289	7068	παῖ;	2	παῖ, [boeckh,bothe,brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  τίνα [benloew,hermann]	
1289	7069	τίνʼ	3	τίν᾽ [bothe,brown,dain,dawe,griffith,reinhardt,storr]  |  τίνα [boeckh,colonna,jebb,pearson]  |  τί [lj]	benloew,hermann
1289	7070	αὖ	2	αὖ [brown,dain,dawe,griffith,lj,reinhardt,storr]  |  αὐδᾷς [bothe]	benloew,boeckh,colonna,hermann,jebb,pearson
1289	7071	λέγεις	2	λέγεις [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  λόγον; [bothe]	
1289	7072	μοι	2	μοι [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  αἶ, [bothe]	
1289	7073	νέον,	3	νέον, [boeckh,brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  λόγον, [benloew,hermann]  |  αἶ, [bothe]	
1290	7074	αἰαῖ	2	αἰαῖ, [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  αἶ, [bothe]	
1293	7082	ὁρᾶν	2	ὁρᾶν [boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ὁρᾷν [benloew,bothe]	
1294	7089	οἴμοι,	2	οἴμοι, [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  οἴ [bothe]	
1298	7110	τὸν	2	τὸν [benloew,boeckh,bothe,colonna,dain,hermann,jebb,pearson,reinhardt,storr]  |  τὰν [brown,dawe,griffith,lj]	
1301	7121	ἡ	2	ἡ [benloew,boeckh,bothe,colonna,dain,griffith,hermann,lj,pearson,storr]  |  †ἥδ᾽ [brown,dawe,jebb,reinhardt]	
1301	7122	δʼ	2	δ᾽ [benloew,boeckh,bothe,colonna,dain,griffith,hermann,lj,pearson,storr]  |  ὀξύθηκτος [brown,dawe]	jebb,reinhardt
1301	7123	ὀξυθήκτῳ	4	ὀξύθηκτος [benloew,boeckh,bothe,griffith,hermann,lj]  |  ὀξυθήκτῳ [colonna,dain,jebb,reinhardt,storr]  |  ἥδε [brown]  |  ὀξύπληκτος [pearson]	
1301	7125	περὶ	2	πέριξ [benloew,boeckh,bothe,brown,dawe,griffith,hermann,lj]  |  περὶ [colonna,dain,jebb,reinhardt,storr]	pearson
1301	7126	ξίφει	3	ξίφει [colonna,jebb,reinhardt,storr]  |  ⟨gap⟩ [brown,griffith,hermann]  |  ξ [dain]	benloew,boeckh,bothe,lj,pearson
1303	7136	κλεινὸν	2	κλεινὸν [benloew,boeckh,bothe,brown,dain,dawe,hermann,jebb,reinhardt,storr]  |  κενὸν [colonna,griffith,lj,pearson]	
1303	7137	λάχος,	2	λάχος, [benloew,boeckh,bothe,brown,dain,dawe,hermann,jebb,reinhardt,storr]  |  λέχος, [colonna,griffith,lj,pearson]	
1304	7140	τοῦδε,	2	τοῦδε, [benloew,boeckh,bothe,brown,colonna,dain,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  τόνδε, [dawe]	
1306	7149	αἰαῖ	2	αἰαῖ, [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  αἶ, [bothe]	
1306	7150	αἰαῖ,	2	αἰαῖ. [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  αἶ, [bothe]	
1310	7163	αἰαῖ,	2	αἰαῖ· [benloew,brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  φεῦ [boeckh,bothe,hermann]	
1311	7165	δὲ	2	δὲ [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ξυγκέκραμαι [bothe]	
1314	7182	κἀπελύσατʼ	2	κἀπελύσατ᾽ [benloew,boeckh,bothe,colonna,dain,hermann,jebb,reinhardt,storr]  |  κἀπελύετ᾽ [brown,dawe,griffith,lj,pearson]	
1314	7183	ἐν	2	ἐν [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἐμφανῶς [bothe]	
1316	7194	ᾔσθετʼ	2	ᾔσθετ᾽ [boeckh,bothe,brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  ἤσθετ᾽ [benloew,hermann]	
1317	7197	ὤμοι	3	ὤμοι [brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  ὦ [benloew,boeckh,bothe]  |  ᾤ [hermann]	
1319	7212	ἐγὼ	2	ἐγὼ [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἔγωγ᾽ [bothe]	
1319	7213	ἔκανον,	2	ἔκανον [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,reinhardt,storr]  |  ᾽κανον, [pearson]	
1319	7214	ὢ	3	ὢ [boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,reinhardt,storr]  |  ὁ [benloew,bothe]  |  ἰὼ [pearson]	
1321	7221	ἄγετέ	2	ἄγετέ [benloew,boeckh,bothe,brown,colonna,dain,griffith,hermann,jebb,lj,reinhardt,storr]  |  ἀπάγετέ [dawe,pearson]	
1321	7223	ὅτι	2	ὅτι [benloew,bothe,colonna,dain,griffith,hermann,lj,pearson,reinhardt,storr]  |  ὅ [boeckh,brown,dawe,jebb]	
1321	7224	τάχιστʼ,	3	τάχιστ᾽, [brown,colonna,griffith,jebb,lj,reinhardt,storr]  |  τάχος [benloew,bothe,dain,hermann,pearson]  |  τι [boeckh,dawe]	
1329	7253	ἔχων	2	ἐμῶν [benloew,boeckh,bothe,colonna,hermann,pearson,reinhardt]  |  ἔχων [brown,dain,dawe,griffith,jebb,lj,storr]	
1330	7254	ἐμοὶ	2	ἐμοὶ [boeckh,bothe,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  μοὶ [benloew]	
1332	7263	ἆμαρ	2	ἆμαρ [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἆ- [bothe]	
1336	7281	ἐρῶ,	2	ἐρῶ [benloew,brown,colonna,dain,dawe,griffith,jebb,lj,reinhardt,storr]  |  ἐρῶμεν, [boeckh,bothe,hermann,pearson]	
1336	7282	τοιαῦτα	3	μὲν, [benloew,brown,colonna,dain,dawe,griffith,jebb,lj,reinhardt]  |  ταῦτα [boeckh,bothe,hermann,pearson]  |  τοιαῦτα [storr]	
1336	7283	συγκατηυξάμην.	3	συγκατηυξάμην. [boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ταῦτα [benloew]  |  συγκαθέξομεν. [bothe]	
1338	7293	συμφορᾶς	2	συμφορᾶς [brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ξυμφορᾶς [benloew,boeckh,bothe]	
1340	7307	κάκτανον	4	κάκτανον, [boeckh,colonna,dain,hermann,reinhardt,storr]  |  κατέκανον, [brown,dawe,griffith,jebb,lj,pearson]  |  κατέχανον, [benloew]  |  ἔκτανον, [bothe]	
1341	7310	αὖ	2	αὖ [brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  αὐτάν. [benloew,boeckh,bothe,hermann]	
1341	7311	τάνδʼ,	3	τάνδ᾽, [brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  ἰὼ [boeckh,bothe,hermann]  |  ὦ [benloew]	
1341	7312	ὤμοι	2	ὤμοι [brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  μοι [benloew]	boeckh,bothe,hermann
1342	7316	ὅπᾳ	3	ὅπᾳ [dain,dawe,hermann,storr]  |  ὅπα [benloew,boeckh]  |  ὅποι [bothe]	brown,colonna,griffith,jebb,lj,pearson,reinhardt
1342	7317	πρὸς	2	πρὸς [benloew,boeckh,bothe,brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt,storr]  |  πρότερον [hermann]	
1342	7318	πότερα	4	πότερον [benloew,boeckh,bothe,brown,colonna,dain,griffith,jebb,lj,pearson,reinhardt]  |  πρότερον [dawe]  |  ἴδω. [hermann]  |  πότερα [storr]	
1342	7319	κλιθῶ·	2	κλιθῶ. [brown,colonna,griffith,jebb,lj,pearson,reinhardt,storr]  |  ἴδω, [benloew,boeckh,bothe,dain,dawe]	hermann
1342	7321	γὰρ	2	γὰρ [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  γε [bothe]	
1345	7326	δʼ	3	δ᾽ [boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  τάδ᾽ [benloew]  |  τ᾽ [bothe]	
1345	7327	ἐπὶ	2	ἐπὶ [benloew,boeckh,brown,colonna,dain,dawe,griffith,hermann,jebb,lj,pearson,reinhardt,storr]  |  ἐπίκαρ, [bothe]	
1348	7343	εἰς	2	εἰς [brown,colonna,dain,dawe,hermann,jebb,reinhardt,storr]  |  ἐς [benloew,boeckh,bothe,griffith,lj,pearson]	
1352	7354	ἀποτίσαντες	2	ἀποτείσαντες [brown,colonna,dain,dawe,griffith,jebb,lj,pearson,reinhardt]  |  ἀποτίσαντες, [benloew,boeckh,bothe,hermann,storr]	
